6,6,6,6,6,51,52,53,53,54,55,56,57,6,58,59,53,55,60,61,60,62,58,59,53,6,52,53,63,55,59,64,58,60,55,6,6,6,6,6
6,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,6
6,10,0,0,0,0,0,0,0,0,44,44,0,0,0,0,44,44,44,44,0,0,0,0,0,44,44,44,0,0,44,0,44,0,0,44,44,44,8,6
6,10,19,0,42,0,0,0,0,0,0,44,0,0,0,0,44,0,44,44,0,0,0,0,0,0,44,44,0,0,44,44,44,0,0,0,44,44,8,6
6,15,18,5,40,9,28,0,0,0,0,44,0,0,0,0,44,0,0,44,0,0,0,0,0,0,44,0,0,0,0,44,44,0,0,0,44,44,8,6
6,6,6,6,6,15,27,5,5,9,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,7,5,9,0,0,0,44,0,0,0,0,0,44,8,6
6,6,68,6,6,6,6,6,6,15,5,9,0,0,0,0,0,28,28,44,0,0,0,0,0,11,16,10,0,0,0,44,0,0,0,0,0,44,8,6
6,6,6,6,6,6,6,17,13,13,16,10,0,0,0,7,5,27,27,5,5,9,0,0,0,0,11,12,0,0,7,5,9,0,0,0,0,44,8,6
6,6,6,6,6,17,13,12,44,44,11,12,0,0,0,11,16,6,6,17,13,12,0,0,0,0,0,0,0,0,11,13,12,0,0,0,0,0,8,6
6,6,6,6,6,10,0,0,44,0,0,0,0,0,0,0,11,13,13,12,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,7,5,14,6
6,6,6,6,17,12,0,0,44,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,11,13,16,6
6,17,13,13,12,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,41,8,6
6,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,28,43,0,0,0,0,7,5,5,5,40,14,6
6,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,39,25,7,27,40,5,5,5,5,14,6,6,6,6,6,6
6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,0,7,5,26,5,5,40,26,14,6,6,6,69,6,6,6,6,6,48,6,6,6
6,10,0,29,0,42,0,0,0,0,0,0,7,5,5,27,27,27,5,14,17,13,13,13,13,16,6,6,6,6,6,6,6,17,13,13,13,16,6,6
6,15,5,5,5,40,9,0,0,0,0,0,11,16,6,6,6,17,13,13,12,44,0,0,0,11,13,13,13,13,16,6,6,10,0,0,44,11,16,6
6,17,13,13,16,6,15,5,9,0,0,0,0,11,13,13,13,12,0,0,44,44,0,0,0,0,0,0,0,0,11,16,6,10,0,0,44,44,8,6
6,10,44,0,11,13,13,16,10,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,8,17,12,0,0,0,44,11,16
6,10,44,0,0,0,43,8,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,44,8
6,15,31,31,31,31,40,14,6,15,5,9,0,39,0,25,0,0,0,0,25,41,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,8
6,6,45,45,45,45,6,6,6,6,6,15,5,40,5,26,5,5,5,5,26,40,5,5,5,9,0,29,0,0,0,0,44,0,0,0,0,0,0,8
6,6,6,6,6,6,6,17,13,13,13,13,13,13,13,13,13,13,13,13,13,16,6,6,6,15,5,5,9,0,0,0,44,0,0,0,0,0,7,14
6,66,17,13,13,13,13,12,0,44,44,0,0,0,0,0,0,0,0,0,0,11,13,13,13,13,13,13,12,0,0,7,9,0,0,0,0,0,8,6
6,17,12,44,0,0,0,0,0,0,44,0,0,29,43,0,0,0,0,0,0,0,0,44,44,44,0,0,0,0,0,11,12,0,0,0,0,7,14,6
6,10,44,0,0,0,0,0,0,0,44,0,7,5,40,5,5,9,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,7,5,14,6,6
6,10,0,0,0,0,0,0,0,0,0,7,14,6,6,6,6,10,50,50,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,11,13,13,16,6
6,10,0,30,0,39,47,25,25,0,7,14,6,67,6,6,6,10,28,28,0,0,0,0,44,0,0,29,0,28,0,0,0,0,0,0,41,42,8,6
6,15,5,5,5,40,46,26,26,5,14,6,6,6,6,6,6,15,27,27,5,31,31,31,31,31,31,5,5,27,5,5,5,5,5,5,40,40,14,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
